volume,volume_calc
138.0,116.0
238.0,238.0
146.0,146.0
912.0,912.0
286.0,284.0
8.0,8.0
305.0,305.0
156.0,142.0
78.0,78.0
264.0,263.0
236.0,236.0
400.0,400.0
450.0,450.0
160.0,160.0
102.0,100.0
137.0,137.0
44.0,44.0
443.0,443.0
190.0,190.0
172.0,172.0
197.0,197.0
134.0,134.0
686.0,682.0
344.0,342.0
299.0,299.0
106.0,106.0
380.0,378.0
346.0,346.0
642.0,642.0
173.0,173.0
282.0,280.0
82.0,82.0
874.0,873.0
32.0,32.0
246.0,246.0
748.0,744.0
202.0,202.0
10.0,10.0
266.0,266.0
880.0,878.0
38.0,38.0
189.0,188.0
54.0,54.0
218.0,218.0
10.0,10.0
780.0,774.0
102.0,102.0
1635.0,1635.0
527.0,527.0
545.0,538.0
34.0,34.0
417.0,417.0
216.0,216.0
95.0,95.0
68.0,68.0
66.0,66.0
42.0,42.0
195.0,195.0
246.0,246.0
1167.0,1167.0
14.0,12.0
108.0,106.0
48.0,48.0
20.0,20.0
8.0,8.0
114.0,112.0
205.0,205.0
170.0,168.0
391.0,391.0
110.0,110.0
108.0,108.0
82.0,82.0
275.0,275.0
193.0,193.0
34.0,34.0
32.0,32.0
1074.0,1074.0
1698.0,1673.0
102.0,96.0
476.0,472.0
118.0,118.0
79.0,79.0
304.0,300.0
556.0,556.0
49.0,49.0
178.0,178.0
1374.0,1374.0
192.0,188.0
10.0,10.0
36.0,36.0
80.0,80.0
248.0,246.0
166.0,166.0
472.0,468.0
706.0,684.0
95.0,95.0
2.0,2.0
15.0,15.0
50.0,50.0
526.0,526.0
181.0,181.0
70.0,70.0
212.0,212.0
380.0,380.0
40.0,40.0
153.0,153.0
22.0,22.0
214.0,214.0
273.0,272.0
52.0,52.0
9.0,9.0
290.0,290.0
46.0,46.0
191.0,191.0
282.0,282.0
698.0,698.0
92.0,92.0
125.0,125.0
102.0,102.0
28.0,28.0
384.0,384.0
57.0,57.0
410.0,406.0
209.0,209.0
464.0,462.0
9.0,9.0
762.0,742.0
112.0,110.0
16.0,16.0
274.0,274.0
412.0,410.0
144.0,144.0
38.0,38.0
174.0,174.0
84.0,82.0
391.0,391.0
754.0,748.0
138.0,118.0
20.0,20.0
80.0,80.0
6.0,5.0
16.0,16.0
26.0,26.0
16.0,16.0
46.0,46.0
82.0,80.0
436.0,435.0
78.0,76.0
6.0,6.0
322.0,322.0
470.0,470.0
364.0,364.0
102.0,102.0
54.0,50.0
234.0,234.0
1008.0,996.0
416.0,416.0
562.0,550.0
6.0,6.0
958.0,956.0
257.0,257.0
101.0,101.0
14.0,14.0
198.0,198.0
168.0,168.0
54.0,54.0
228.0,198.0
223.0,223.0
102.0,100.0
167.0,167.0
808.0,804.0
10.0,10.0
150.0,144.0
405.0,403.0
44.0,44.0
460.0,460.0
20.0,19.0
70.0,70.0
166.0,166.0
8.0,8.0
144.0,144.0
835.0,835.0
210.0,210.0
70.0,70.0
16.0,16.0
130.0,130.0
22.0,21.0
26.0,26.0
138.0,138.0
0.0,0.0
96.0,96.0
2.0,2.0
1.0,1.0
22.0,22.0
177.0,177.0
263.0,261.0
180.0,176.0
368.0,368.0
753.0,753.0
148.0,147.0
37.0,37.0
22.0,22.0
814.0,812.0
148.0,148.0
156.0,156.0
140.0,138.0
74.0,72.0
609.0,609.0
218.0,218.0
187.0,187.0
1220.0,1220.0
249.0,246.0
226.0,226.0
716.0,714.0
78.0,78.0
126.0,122.0
191.0,190.0
500.0,500.0
58.0,58.0
29.0,29.0
45.0,45.0
452.0,452.0
38.0,38.0
200.0,200.0
64.0,64.0
984.0,978.0
423.0,422.0
953.0,953.0
186.0,186.0
46.0,46.0
891.0,891.0
3.0,3.0
25.0,25.0
22.0,22.0
40.0,40.0
188.0,186.0
312.0,312.0
418.0,418.0
590.0,590.0
464.0,462.0
78.0,62.0
252.0,244.0
476.0,476.0
92.0,92.0
298.0,298.0
44.0,44.0
255.0,255.0
948.0,940.0
590.0,590.0
8.0,8.0
72.0,72.0
106.0,106.0
72.0,68.0
1745.0,1745.0
377.0,374.0
86.0,86.0
22.0,20.0
1551.0,1541.0
88.0,80.0
426.0,426.0
14.0,14.0
36.0,36.0
32.0,32.0
238.0,238.0
501.0,501.0
34.0,34.0
440.0,116.0
150.0,150.0
118.0,118.0
12.0,12.0
173.0,173.0
5.0,5.0
116.0,116.0
680.0,678.0
24.0,24.0
172.0,167.0
104.0,104.0
22.0,22.0
648.0,648.0
100.0,100.0
7.0,7.0
7.0,7.0
114.0,114.0
3.0,3.0
6.0,6.0
116.0,116.0
236.0,236.0
426.0,426.0
244.0,244.0
34.0,32.0
12.0,12.0
342.0,340.0
36.0,36.0
0.0,0.0
868.0,868.0
679.0,677.0
68.0,68.0
250.0,250.0
129.0,129.0
492.0,492.0
2.0,2.0
158.0,158.0
258.0,258.0
110.0,110.0
32.0,32.0
138.0,138.0
234.0,234.0
546.0,546.0
817.0,817.0
72.0,72.0
335.0,333.0
120.0,108.0
366.0,354.0
233.0,233.0
42.0,38.0
47.0,47.0
225.0,225.0
128.0,128.0
134.0,132.0
93.0,93.0
213.0,213.0
219.0,219.0
103.0,103.0
228.0,228.0
269.0,269.0
0.0,0.0
464.0,464.0
100.0,100.0
110.0,110.0
136.0,136.0
232.0,232.0
123.0,123.0
1074.0,1066.0
392.0,392.0
14.0,14.0
12.0,12.0
30.0,30.0
116.0,110.0
102.0,102.0
34.0,34.0
809.0,809.0
38.0,38.0
37.0,37.0
476.0,473.0
174.0,168.0
32.0,32.0
337.0,337.0
36.0,35.0
52.0,52.0
1052.0,1052.0
264.0,264.0
86.0,84.0
1103.0,1103.0
316.0,316.0
1019.0,1019.0
160.0,158.0
14.0,14.0
308.0,308.0
0.0,0.0
76.0,76.0
536.0,536.0
5.0,5.0
330.0,330.0
15.0,14.0
530.0,530.0
16.0,16.0
48.0,48.0
466.0,2.0
214.0,214.0
154.0,154.0
40.0,39.0
38.0,34.0
564.0,564.0
682.0,680.0
415.0,413.0
38.0,38.0
362.0,362.0
10.0,10.0
57.0,54.0
366.0,360.0
92.0,92.0
35.0,33.0
742.0,736.0
486.0,486.0
330.0,330.0
876.0,876.0
859.0,859.0
0.0,0.0
14.0,14.0
475.0,469.0
362.0,360.0
82.0,78.0
232.0,232.0
16.0,10.0
114.0,114.0
29.0,29.0
870.0,867.0
58.0,58.0
2.0,2.0
484.0,484.0
71.0,65.0
950.0,946.0
1066.0,1056.0
484.0,484.0
40.0,40.0
226.0,226.0
248.0,247.0
98.0,98.0
788.0,788.0
60.0,60.0
212.0,196.0
8.0,8.0
122.0,122.0
54.0,54.0
88.0,88.0
4.0,4.0
480.0,480.0
260.0,260.0
16.0,16.0
123.0,123.0
1.0,1.0
20.0,20.0
229.0,229.0
0.0,0.0
150.0,150.0
369.0,369.0
51.0,51.0
54.0,54.0
6.0,6.0
8.0,8.0
287.0,287.0
41.0,41.0
268.0,268.0
153.0,153.0
98.0,98.0
88.0,88.0
376.0,374.0
512.0,512.0
431.0,431.0
105.0,105.0
29.0,29.0
154.0,154.0
117.0,117.0
188.0,188.0
1389.0,1389.0
4.0,4.0
66.0,66.0
2493.0,2483.0
82.0,82.0
38.0,38.0
426.0,426.0
91.0,91.0
125.0,125.0
36.0,36.0
66.0,66.0
377.0,377.0
73.0,73.0
22.0,22.0
223.0,223.0
348.0,348.0
4.0,4.0
249.0,239.0
154.0,128.0
210.0,194.0
104.0,104.0
48.0,48.0
359.0,359.0
345.0,345.0
225.0,225.0
474.0,474.0
130.0,130.0
376.0,376.0
56.0,56.0
86.0,86.0
781.0,781.0
227.0,227.0
968.0,966.0
969.0,965.0
674.0,672.0
28.0,28.0
121.0,120.0
25.0,25.0
154.0,154.0
300.0,300.0
496.0,496.0
248.0,248.0
232.0,230.0
296.0,296.0
4.0,4.0
718.0,702.0
142.0,142.0
346.0,344.0
136.0,136.0
632.0,630.0
8.0,7.0
124.0,124.0
298.0,298.0
81.0,81.0
124.0,124.0
1008.0,640.0
680.0,680.0
302.0,302.0
115.0,115.0
120.0,120.0
4.0,2.0
44.0,44.0
56.0,56.0
92.0,92.0
197.0,197.0
422.0,422.0
405.0,405.0
460.0,460.0
320.0,320.0
7.0,7.0
270.0,270.0
90.0,88.0
462.0,462.0
375.0,375.0
16.0,16.0
36.0,36.0
847.0,847.0
298.0,298.0
0.0,0.0
101.0,101.0
24.0,22.0
60.0,60.0
1662.0,1654.0
16.0,16.0
496.0,496.0
0.0,0.0
22.0,22.0
130.0,130.0
554.0,554.0
138.0,138.0
22.0,22.0
42.0,42.0
134.0,134.0
86.0,84.0
357.0,357.0
2.0,2.0
632.0,622.0
696.0,696.0
24.0,24.0
0.0,0.0
20.0,20.0
54.0,54.0
20.0,16.0
352.0,352.0
28.0,28.0
46.0,46.0
288.0,288.0
292.0,292.0
401.0,401.0
164.0,164.0
154.0,154.0
124.0,124.0
1551.0,1549.0
450.0,448.0
52.0,42.0
43.0,43.0
154.0,150.0
40.0,40.0
116.0,112.0
526.0,526.0
106.0,104.0
430.0,430.0
168.0,168.0
51.0,51.0
377.0,377.0
611.0,609.0
139.0,139.0
53.0,49.0
27.0,27.0
406.0,406.0
48.0,48.0
368.0,368.0
37.0,37.0
36.0,36.0
39.0,39.0
66.0,66.0
41.0,40.0
409.0,409.0
349.0,349.0
32.0,32.0
271.0,271.0
269.0,269.0
134.0,134.0
38.0,38.0
152.0,148.0
28.0,28.0
116.0,116.0
63.0,62.0
762.0,758.0
19.0,19.0
36.0,36.0
186.0,184.0
259.0,259.0
58.0,58.0
248.0,248.0
364.0,364.0
316.0,316.0
147.0,147.0
601.0,598.0
120.0,114.0
72.0,72.0
586.0,586.0
672.0,660.0
23.0,23.0
24.0,24.0
28.0,26.0
90.0,90.0
433.0,433.0
75.0,74.0
123.0,123.0
140.0,140.0
108.0,108.0
38.0,38.0
24.0,24.0
391.0,388.0
124.0,124.0
86.0,85.0
63.0,62.0
148.0,144.0
40.0,37.0
834.0,828.0
22.0,22.0
314.0,314.0
562.0,560.0
65.0,65.0
105.0,105.0
126.0,126.0
156.0,156.0
6.0,4.0
443.0,443.0
451.0,451.0
750.0,742.0
82.0,82.0
36.0,34.0
28.0,28.0
144.0,144.0
9.0,9.0
426.0,426.0
761.0,761.0
100.0,98.0
158.0,158.0
344.0,344.0
98.0,98.0
302.0,300.0
136.0,136.0
216.0,214.0
126.0,126.0
118.0,118.0
378.0,378.0
210.0,210.0
760.0,756.0
82.0,82.0
222.0,222.0
25.0,25.0
1.0,1.0
362.0,362.0
14.0,14.0
234.0,232.0
135.0,135.0
88.0,88.0
496.0,496.0
241.0,241.0
34.0,28.0
302.0,301.0
16.0,16.0
22.0,14.0
170.0,170.0
18.0,18.0
84.0,84.0
63.0,63.0
850.0,850.0
164.0,158.0
118.0,118.0
3.0,2.0
78.0,78.0
28.0,28.0
2.0,2.0
81.0,79.0
288.0,288.0
52.0,52.0
146.0,146.0
596.0,592.0
18.0,18.0
422.0,422.0
140.0,138.0
705.0,705.0
419.0,419.0
10.0,10.0
26.0,26.0
596.0,596.0
94.0,94.0
108.0,108.0
318.0,318.0
224.0,224.0
230.0,230.0
10.0,10.0
258.0,258.0
720.0,718.0
378.0,378.0
290.0,280.0
3.0,3.0
670.0,668.0
68.0,66.0
74.0,74.0
173.0,173.0
234.0,230.0
41.0,41.0
150.0,149.0
170.0,168.0
826.0,824.0
502.0,502.0
156.0,156.0
618.0,618.0
24.0,24.0
31.0,31.0
212.0,212.0
214.0,214.0
56.0,56.0
8.0,8.0
906.0,900.0
16.0,16.0
235.0,235.0
2.0,2.0
142.0,142.0
279.0,279.0
364.0,364.0
342.0,338.0
107.0,107.0
44.0,44.0
392.0,392.0
359.0,359.0
266.0,264.0
392.0,392.0
60.0,60.0
102.0,102.0
0.0,0.0
128.0,128.0
8.0,8.0
268.0,268.0
91.0,91.0
44.0,44.0
160.0,156.0
190.0,190.0
96.0,96.0
80.0,78.0
434.0,428.0
260.0,260.0
38.0,38.0
938.0,924.0
20.0,20.0
122.0,122.0
32.0,32.0
2.0,2.0
552.0,538.0
164.0,156.0
76.0,76.0
236.0,234.0
126.0,126.0
273.0,273.0
11.0,11.0
251.0,251.0
288.0,288.0
52.0,52.0
498.0,498.0
222.0,220.0
302.0,302.0
7.0,7.0
19.0,18.0
191.0,191.0
154.0,154.0
272.0,272.0
332.0,327.0
68.0,66.0
183.0,176.0
649.0,648.0
140.0,140.0
55.0,55.0
122.0,122.0
20.0,18.0
15.0,15.0
16.0,16.0
84.0,84.0
40.0,40.0
228.0,228.0
126.0,126.0
4.0,4.0
6.0,6.0
127.0,127.0
44.0,44.0
557.0,557.0
184.0,184.0
102.0,102.0
366.0,366.0
296.0,296.0
0.0,0.0
33.0,33.0
60.0,58.0
68.0,68.0
219.0,219.0
1216.0,1212.0
15.0,15.0
378.0,378.0
149.0,149.0
911.0,911.0
56.0,56.0
1022.0,1022.0
476.0,476.0
182.0,180.0
360.0,356.0
212.0,210.0
148.0,144.0
88.0,88.0
4.0,4.0
151.0,150.0
24.0,22.0
156.0,156.0
280.0,280.0
142.0,142.0
360.0,352.0
26.0,24.0
18.0,18.0
88.0,88.0
20.0,20.0
126.0,126.0
276.0,276.0
181.0,181.0
223.0,223.0
476.0,476.0
708.0,708.0
148.0,148.0
256.0,256.0
420.0,420.0
104.0,30.0
86.0,86.0
324.0,324.0
287.0,287.0
39.0,39.0
826.0,816.0
399.0,399.0
14.0,14.0
692.0,692.0
1432.0,1432.0
105.0,105.0
285.0,285.0
700.0,698.0
24.0,24.0
234.0,234.0
166.0,164.0
430.0,426.0
68.0,58.0
99.0,99.0
20.0,20.0
22.0,22.0
572.0,572.0
318.0,318.0
310.0,310.0
332.0,332.0
794.0,782.0
26.0,26.0
97.0,86.0
346.0,345.0
29.0,29.0
289.0,289.0
142.0,142.0
130.0,130.0
0.0,0.0
352.0,352.0
306.0,306.0
74.0,74.0
551.0,550.0
20.0,20.0
87.0,87.0
6.0,6.0
168.0,164.0
1576.0,324.0
82.0,82.0
332.0,332.0
189.0,189.0
451.0,451.0
508.0,508.0
208.0,208.0
13.0,13.0
0.0,0.0
29.0,29.0
373.0,373.0
328.0,328.0
138.0,137.0
850.0,839.0
231.0,231.0
43.0,43.0
58.0,58.0
36.0,36.0
10.0,10.0
402.0,400.0
30.0,29.0
257.0,257.0
20.0,20.0
190.0,178.0
62.0,62.0
247.0,247.0
251.0,251.0
22.0,22.0
864.0,864.0
352.0,346.0
13.0,13.0
2.0,2.0
62.0,62.0
466.0,466.0
1.0,1.0
20.0,20.0
24.0,24.0
20.0,18.0
10.0,10.0
792.0,778.0
342.0,342.0
379.0,379.0
359.0,359.0
121.0,113.0
432.0,432.0
48.0,48.0
102.0,102.0
82.0,82.0
104.0,100.0
0.0,0.0
258.0,258.0
122.0,122.0
366.0,366.0
473.0,473.0
52.0,52.0
152.0,152.0
497.0,497.0
52.0,51.0
62.0,62.0
276.0,276.0
97.0,97.0
136.0,136.0
432.0,432.0
370.0,370.0
98.0,98.0
150.0,150.0
28.0,28.0
194.0,194.0
292.0,278.0
492.0,492.0
112.0,112.0
42.0,42.0
219.0,217.0
302.0,300.0
506.0,506.0
4.0,4.0
170.0,170.0
888.0,880.0
28.0,28.0
234.0,234.0
38.0,38.0
1.0,1.0
2.0,1.0
1.0,1.0
316.0,313.0
122.0,122.0
40.0,40.0
228.0,228.0
126.0,126.0
48.0,48.0
146.0,146.0
402.0,402.0
384.0,384.0
320.0,320.0
134.0,134.0
130.0,126.0
124.0,124.0
28.0,28.0
11.0,11.0
26.0,26.0
44.0,42.0
113.0,108.0
1021.0,1021.0
820.0,820.0
308.0,308.0
800.0,800.0
89.0,88.0
996.0,990.0
390.0,390.0
0.0,0.0
231.0,231.0
152.0,152.0
849.0,849.0
688.0,666.0
74.0,74.0
124.0,122.0
6.0,6.0
8.0,8.0
654.0,638.0
70.0,70.0
85.0,8.0
328.0,328.0
404.0,404.0
28.0,28.0
62.0,62.0
373.0,364.0
0.0,0.0
8.0,8.0
43.0,43.0
81.0,80.0
116.0,116.0
112.0,112.0
146.0,146.0
667.0,667.0
18.0,18.0
123.0,123.0
137.0,137.0
1124.0,1124.0
22.0,22.0
323.0,323.0
976.0,976.0
54.0,50.0
224.0,222.0
14.0,14.0
337.0,337.0
24.0,24.0
0.0,0.0
506.0,506.0
2691.0,2650.0
86.0,84.0
544.0,544.0
147.0,147.0
198.0,196.0
10.0,10.0
388.0,388.0
373.0,373.0
158.0,158.0
104.0,104.0
122.0,122.0
135.0,135.0
156.0,156.0
102.0,102.0
342.0,342.0
502.0,502.0
316.0,316.0
310.0,310.0
132.0,130.0
4.0,4.0
206.0,204.0
338.0,338.0
157.0,143.0
26.0,26.0
599.0,598.0
134.0,134.0
29.0,29.0
738.0,730.0
301.0,300.0
3.0,3.0
244.0,244.0
77.0,77.0
188.0,186.0
435.0,435.0
94.0,94.0
511.0,511.0
124.0,124.0
281.0,281.0
96.0,96.0
971.0,971.0
102.0,102.0
219.0,219.0
146.0,146.0
58.0,58.0
74.0,74.0
483.0,483.0
120.0,120.0
75.0,72.0
228.0,228.0
238.0,236.0
96.0,96.0
38.0,38.0
0.0,0.0
164.0,164.0
176.0,176.0
24.0,24.0
396.0,396.0
185.0,185.0
51.0,51.0
144.0,144.0
56.0,49.0
323.0,323.0
121.0,121.0
156.0,156.0
794.0,790.0
63.0,63.0
44.0,42.0
773.0,773.0
68.0,68.0
26.0,24.0
58.0,58.0
58.0,58.0
671.0,661.0
261.0,261.0
86.0,86.0
131.0,131.0
20.0,20.0
702.0,702.0
801.0,801.0
422.0,418.0
994.0,970.0
14.0,14.0
188.0,188.0
7.0,7.0
331.0,331.0
808.0,800.0
446.0,446.0
60.0,60.0
46.0,46.0
625.0,625.0
383.0,383.0
26.0,26.0
303.0,303.0
200.0,199.0
24.0,24.0
197.0,197.0
18.0,18.0
237.0,237.0
736.0,732.0
104.0,104.0
105.0,105.0
239.0,239.0
172.0,172.0
106.0,106.0
78.0,78.0
82.0,82.0
66.0,64.0
111.0,111.0
51.0,51.0
320.0,320.0
165.0,164.0
328.0,254.0
40.0,40.0
420.0,412.0
36.0,36.0
344.0,344.0
3.0,3.0
758.0,758.0
300.0,300.0
30.0,22.0
78.0,78.0
214.0,210.0
116.0,116.0
47.0,47.0
0.0,0.0
223.0,223.0
144.0,140.0
152.0,152.0
367.0,367.0
948.0,926.0
246.0,246.0
214.0,214.0
142.0,142.0
124.0,124.0
276.0,276.0
416.0,416.0
1066.0,1066.0
64.0,64.0
231.0,231.0
32.0,32.0
462.0,462.0
194.0,194.0
110.0,108.0
14.0,14.0
343.0,343.0
12.0,12.0
0.0,0.0
11.0,11.0
54.0,54.0
708.0,704.0
50.0,50.0
84.0,84.0
290.0,290.0
458.0,458.0
259.0,259.0
68.0,68.0
51.0,51.0
1132.0,1126.0
546.0,546.0
114.0,94.0
296.0,296.0
119.0,119.0
394.0,390.0
234.0,234.0
90.0,88.0
148.0,148.0
66.0,66.0
706.0,706.0
421.0,419.0
266.0,264.0
302.0,302.0
188.0,188.0
48.0,48.0
58.0,58.0
116.0,116.0
518.0,518.0
138.0,138.0
152.0,152.0
88.0,88.0
548.0,548.0
244.0,244.0
405.0,405.0
576.0,576.0
188.0,188.0
0.0,0.0
109.0,107.0
4.0,4.0
162.0,162.0
274.0,272.0
844.0,844.0
46.0,38.0
39.0,38.0
22.0,22.0
786.0,782.0
202.0,201.0
5.0,5.0
586.0,584.0
52.0,52.0
69.0,69.0
46.0,46.0
0.0,0.0
54.0,54.0
86.0,86.0
329.0,329.0
352.0,349.0
30.0,30.0
104.0,104.0
546.0,539.0
134.0,134.0
356.0,356.0
78.0,78.0
0.0,0.0
114.0,114.0
16.0,8.0
192.0,192.0
200.0,200.0
297.0,297.0
32.0,30.0
78.0,78.0
112.0,108.0
473.0,473.0
210.0,210.0
8.0,8.0
14.0,12.0
26.0,26.0
40.0,39.0
6.0,6.0
30.0,29.0
98.0,98.0
174.0,174.0
209.0,209.0
1210.0,1205.0
968.0,968.0
164.0,160.0
82.0,82.0
0.0,0.0
529.0,529.0
24.0,24.0
234.0,234.0
49.0,49.0
350.0,350.0
70.0,70.0
66.0,66.0
436.0,436.0
14.0,14.0
424.0,424.0
81.0,81.0
111.0,111.0
74.0,74.0
986.0,984.0
149.0,149.0
336.0,336.0
448.0,448.0
2.0,2.0
399.0,399.0
6.0,6.0
590.0,588.0
70.0,70.0
28.0,28.0
74.0,74.0
452.0,452.0
78.0,78.0
76.0,76.0
30.0,30.0
26.0,26.0
792.0,792.0
164.0,164.0
142.0,142.0
186.0,184.0
508.0,508.0
223.0,223.0
70.0,70.0
244.0,234.0
364.0,362.0
90.0,90.0
92.0,92.0
376.0,376.0
32.0,32.0
168.0,168.0
412.0,410.0
22.0,22.0
378.0,364.0
60.0,60.0
267.0,255.0
46.0,46.0
26.0,26.0
38.0,38.0
120.0,120.0
28.0,28.0
54.0,54.0
210.0,210.0
384.0,382.0
980.0,968.0
220.0,220.0
446.0,446.0
130.0,130.0
6.0,5.0
464.0,464.0
310.0,310.0
48.0,48.0
1118.0,1112.0
146.0,146.0
102.0,102.0
927.0,927.0
286.0,286.0
8.0,8.0
62.0,62.0
401.0,401.0
452.0,452.0
341.0,341.0
524.0,524.0
36.0,36.0
576.0,576.0
36.0,28.0
120.0,120.0
568.0,558.0
2.0,2.0
88.0,88.0
44.0,44.0
206.0,206.0
225.0,225.0
88.0,88.0
53.0,53.0
490.0,490.0
132.0,132.0
228.0,228.0
638.0,629.0
118.0,118.0
34.0,34.0
575.0,571.0
155.0,155.0
431.0,430.0
40.0,40.0
280.0,280.0
126.0,120.0
65.0,65.0
412.0,412.0
0.0,0.0
502.0,502.0
165.0,165.0
28.0,28.0
104.0,104.0
184.0,184.0
664.0,664.0
68.0,68.0
242.0,242.0
94.0,94.0
348.0,348.0
279.0,279.0
56.0,56.0
950.0,948.0
246.0,246.0
0.0,0.0
126.0,126.0
222.0,220.0
48.0,48.0
48.0,48.0
557.0,557.0
40.0,40.0
648.0,648.0
78.0,78.0
26.0,26.0
24.0,22.0
131.0,131.0
183.0,183.0
384.0,384.0
608.0,608.0
25.0,25.0
84.0,84.0
346.0,346.0
201.0,198.0
32.0,30.0
370.0,370.0
128.0,128.0
107.0,107.0
164.0,164.0
176.0,176.0
226.0,222.0
720.0,718.0
406.0,404.0
396.0,394.0
864.0,848.0
174.0,171.0
1142.0,1134.0
236.0,236.0
132.0,132.0
318.0,318.0
18.0,18.0
64.0,64.0
318.0,308.0
40.0,40.0
192.0,192.0
832.0,830.0
308.0,308.0
56.0,56.0
184.0,182.0
66.0,66.0
4.0,4.0
154.0,154.0
50.0,50.0
34.0,34.0
122.0,120.0
121.0,121.0
380.0,380.0
44.0,44.0
70.0,70.0
220.0,220.0
72.0,72.0
372.0,372.0
0.0,0.0
130.0,130.0
232.0,232.0
78.0,78.0
100.0,100.0
14.0,14.0
24.0,24.0
74.0,74.0
55.0,55.0
96.0,96.0
108.0,108.0
992.0,980.0
74.0,74.0
242.0,242.0
84.0,84.0
10.0,10.0
240.0,208.0
84.0,84.0
120.0,120.0
128.0,128.0
268.0,268.0
47.0,47.0
36.0,36.0
832.0,832.0
172.0,171.0
62.0,60.0
245.0,245.0
98.0,98.0
234.0,234.0
74.0,72.0
1010.0,1006.0
262.0,260.0
32.0,30.0
494.0,494.0
85.0,79.0
378.0,378.0
1016.0,996.0
78.0,78.0
206.0,206.0
334.0,334.0
345.0,345.0
500.0,500.0
44.0,44.0
628.0,618.0
574.0,574.0
134.0,132.0
102.0,102.0
517.0,517.0
32.0,32.0
24.0,22.0
28.0,28.0
202.0,202.0
128.0,128.0
96.0,96.0
208.0,208.0
749.0,749.0
566.0,564.0
148.0,148.0
160.0,160.0
1123.0,1121.0
396.0,396.0
52.0,52.0
94.0,94.0
10.0,10.0
90.0,90.0
50.0,46.0
70.0,70.0
34.0,34.0
144.0,144.0
777.0,758.0
426.0,426.0
99.0,99.0
396.0,396.0
54.0,54.0
241.0,241.0
316.0,316.0
2.0,2.0
1008.0,992.0
10.0,10.0
38.0,38.0
104.0,102.0
80.0,80.0
70.0,70.0
2025.0,2015.0
28.0,28.0
60.0,60.0
270.0,270.0
1587.0,1587.0
76.0,76.0
294.0,294.0
376.0,376.0
150.0,150.0
246.0,246.0
16.0,16.0
46.0,46.0
54.0,54.0
92.0,92.0
502.0,502.0
160.0,158.0
794.0,788.0
1167.0,1167.0
444.0,444.0
852.0,852.0
103.0,103.0
64.0,64.0
102.0,100.0
388.0,388.0
290.0,290.0
166.0,166.0
5.0,5.0
1616.0,1616.0
136.0,136.0
462.0,460.0
86.0,84.0
34.0,33.0
124.0,124.0
376.0,376.0
250.0,250.0
1448.0,1444.0
219.0,219.0
126.0,126.0
84.0,84.0
316.0,310.0
386.0,386.0
624.0,616.0
40.0,40.0
341.0,341.0
342.0,326.0
379.0,373.0
44.0,38.0
188.0,188.0
38.0,38.0
246.0,234.0
151.0,151.0
494.0,494.0
237.0,237.0
538.0,538.0
0.0,0.0
27.0,27.0
355.0,355.0
34.0,32.0
4.0,4.0
35.0,35.0
88.0,88.0
86.0,86.0
310.0,310.0
92.0,92.0
50.0,48.0
8.0,8.0
17.0,17.0
232.0,232.0
398.0,398.0
3.0,3.0
168.0,166.0
182.0,178.0
408.0,408.0
156.0,154.0
84.0,84.0
136.0,134.0
14.0,14.0
102.0,100.0
6.0,6.0
10.0,10.0
143.0,143.0
124.0,122.0
118.0,116.0
282.0,282.0
456.0,456.0
132.0,132.0
313.0,313.0
252.0,252.0
31.0,29.0
280.0,280.0
180.0,180.0
51.0,51.0
84.0,84.0
125.0,125.0
159.0,159.0
266.0,264.0
816.0,810.0
586.0,586.0
118.0,118.0
154.0,154.0
20.0,20.0
894.0,886.0
118.0,112.0
2.0,2.0
102.0,102.0
174.0,173.0
406.0,406.0
186.0,186.0
30.0,30.0
56.0,55.0
242.0,234.0
244.0,244.0
38.0,38.0
56.0,56.0
34.0,26.0
208.0,204.0
364.0,364.0
593.0,593.0
208.0,208.0
696.0,694.0
130.0,128.0
198.0,196.0
180.0,180.0
6.0,6.0
22.0,22.0
30.0,30.0
12.0,12.0
56.0,56.0
249.0,248.0
35.0,35.0
138.0,138.0
96.0,96.0
16.0,16.0
10.0,10.0
86.0,86.0
12.0,10.0
74.0,74.0
274.0,274.0
66.0,66.0
616.0,612.0
172.0,170.0
0.0,0.0
34.0,34.0
98.0,98.0
24.0,24.0
146.0,146.0
554.0,551.0
303.0,303.0
1.0,1.0
0.0,0.0
2.0,2.0
92.0,86.0
70.0,66.0
36.0,36.0
235.0,235.0
242.0,242.0
108.0,103.0
264.0,262.0
456.0,456.0
993.0,955.0
74.0,74.0
62.0,62.0
82.0,82.0
33.0,33.0
31.0,31.0
16.0,16.0
290.0,290.0
228.0,228.0
158.0,156.0
71.0,71.0
379.0,379.0
286.0,286.0
104.0,104.0
20.0,20.0
336.0,336.0
314.0,314.0
972.0,972.0
52.0,52.0
149.0,149.0
76.0,76.0
527.0,527.0
0.0,0.0
320.0,304.0
784.0,774.0
58.0,55.0
11.0,11.0
124.0,124.0
96.0,95.0
28.0,26.0
232.0,230.0
250.0,250.0
918.0,908.0
64.0,64.0
6.0,6.0
242.0,242.0
302.0,300.0
270.0,270.0
230.0,230.0
66.0,66.0
336.0,336.0
128.0,128.0
826.0,824.0
13.0,13.0
31.0,31.0
416.0,416.0
122.0,120.0
882.0,882.0
5.0,4.0
758.0,758.0
560.0,560.0
63.0,62.0
142.0,142.0
4.0,4.0
185.0,185.0
202.0,200.0
10.0,8.0
101.0,101.0
327.0,326.0
16.0,16.0
630.0,630.0
142.0,140.0
